"id","mobility_start_month","mobility_end_month","mobility_duration","gender","gender_transformed","age","sending_city"
677,"2014-11","2014-11",5,"Female","Female",22,"Komotini"
678,"2014-11","2014-11",5,"Female","Female",23,"Larisa"
680,"2014-11","2014-11",5,"Male","Male",19,"Athens"
681,"2014-11","2014-11",5,"Male","Male",20,"Thessaloniki"
682,"2014-11","2014-11",5,"Male","Male",21,"Komotini"
683,"2014-11","2014-11",5,"Male","Male",22,"Komotini"
684,"2014-11","2014-11",5,"Female","Female",21,"Madrid"
685,"2014-11","2014-11",5,"Female","Female",25,"Vigo"
686,"2014-11","2014-11",5,"Male","Male",20,"Bilbao"
687,"2014-11","2014-11",5,"Male","Male",22,"Bilbao"
688,"2014-11","2014-11",5,"Male","Male",24,"Granada"
689,"2014-11","2014-11",5,"Male","Male",24,"Huelva"
690,"2014-11","2014-11",5,"Male","Male",24,"Valencia"
691,"2014-11","2014-11",5,"Male","Male",25,"Sofia"
692,"2014-11","2014-11",5,"Female","Female",21,"Zagreb"
693,"2014-11","2014-11",5,"Female","Female",22,"Imotski"
694,"2014-11","2014-11",5,"Female","Female",24,"Zagreb"
695,"2014-11","2014-11",5,"Male","Male",23,"Zagreb"
696,"2014-11","2014-11",5,"Male","Male",24,"Zagreb"
697,"2014-11","2014-11",5,"Male","Male",25,"Zagreb"
699,"2014-11","2014-11",5,"Male","Male",21,"Sevilla"
700,"2014-11","2014-11",5,"Female","Female",24,"Sofia"
701,"2014-11","2014-11",5,"Female","Female",20,"Belgrade"
702,"2014-11","2014-11",5,"Female","Female",23,"Belgrade"
703,"2014-11","2014-11",5,"Female","Female",24,"Belgrade"
704,"2014-11","2014-11",5,"Female","Female",25,"Belgrade"
706,"2014-11","2014-11",5,"Male","Male",18,"Belgrade"
707,"2014-11","2014-11",5,"Male","Male",19,"Thesaloniki"
708,"2014-11","2014-11",5,"Male","Male",22,"Leskovac"
709,"2014-11","2014-11",5,"Male","Male",23,"Leskovac"
710,"2014-11","2014-11",5,"Female","Female",19,"Sofia"
712,"2014-11","2014-11",6,"Male","Male",23,"Osijek"
713,"2014-11","2014-11",6,"Male","Male",24,"Zagreb"
714,"2014-11","2014-11",6,"Female","Female",22,"Belgrade"
715,"2014-11","2014-11",6,"Male","Male",20,"Belgrade"
716,"2014-11","2014-11",7,"Female","Female",21,"Sofia"
717,"2014-11","2014-11",7,"Male","Male",19,"Sofia"
719,"2014-11","2014-11",7,"Male","Male",21,"Athens"
721,"2014-11","2014-11",6,"Female","Female",18,"Sliven"
722,"2014-11","2014-11",6,"Female","Female",20,"Gabrovo"
723,"2014-11","2014-11",6,"Female","Female",20,"Veliko Tarnovo"
724,"2014-11","2014-11",6,"Female","Female",22,"Pleven"
725,"2014-11","2014-11",6,"Female","Female",22,"Sliven"
726,"2014-11","2014-11",6,"Female","Female",23,"Gabrovo"
727,"2014-11","2014-11",6,"Female","Female",23,"Pazardzik"
728,"2014-11","2014-11",6,"Female","Female",24,"Gorna Oriahovitsa"
729,"2014-11","2014-11",6,"Female","Female",25,"Dobrich"
730,"2014-11","2014-11",6,"Female","Female",25,"Targovishte"
749,"2014-11","2014-11",6,"Female","Female",18,"Gabrovo"
750,"2014-11","2014-11",6,"Male","Male",18,"Sliven"
751,"2014-11","2014-11",6,"Male","Male",19,"Plovdiv"
752,"2014-11","2014-11",6,"Male","Male",21,"Kiustendil"
753,"2014-11","2014-11",6,"Male","Male",21,"Sliven"
754,"2014-11","2014-11",6,"Male","Male",21,"Sofia"
755,"2014-11","2014-11",6,"Male","Male",22,"Pernik"
756,"2014-11","2014-11",6,"Male","Male",22,"Popova"
757,"2014-11","2014-11",6,"Male","Male",23,"Blagoevgrad"
758,"2014-11","2014-11",6,"Male","Male",23,"Panagiurishte"
759,"2014-11","2014-11",6,"Male","Male",23,"Sliven"
760,"2014-11","2014-11",6,"Male","Male",23,"Sofia"
761,"2014-11","2014-11",6,"Male","Male",25,"Nikolaevo"
776,"2014-11","2014-11",2,"Female","Female",16,"LEFKOSIA"
777,"2014-11","2014-11",2,"Female","Female",19,"LEFKOSIA"
778,"2014-11","2014-11",2,"Female","Female",21,"LEFKOSIA"
779,"2014-11","2014-11",2,"Female","Female",22,"LEFKOSIA"
780,"2014-11","2014-11",2,"Female","Female",23,"LEFKOSIA"
781,"2014-11","2014-11",2,"Female","Female",24,"LEFKOSIA"
782,"2014-11","2014-11",2,"Female","Female",25,"LEFKOSIA"
788,"2014-11","2014-11",2,"Male","Male",23,"LEFKOSIA"
789,"2014-11","2014-11",2,"Male","Male",25,"LEFKOSIA"
795,"2014-10","2014-10",3,"Female","Female",22,"Brno"
796,"2014-10","2014-10",3,"Male","Male",20,"Brno"
798,"2014-10","2014-10",3,"Female","Female",18,"Brno"
799,"2014-10","2014-10",3,"Female","Female",19,"Brno"
800,"2014-10","2014-10",3,"Female","Female",22,"Brno"
801,"2014-10","2014-10",3,"Male","Male",23,"Brno"
802,"2014-10","2014-11",3,"Male","Male",20,"Brno"
805,"2014-10","2014-11",3,"Female","Female",19,"Brno"
806,"2014-10","2014-11",3,"Male","Male",23,"Brno"
848,"2014-10","2014-10",1,"Female","Female",13,"Praha 10"
849,"2014-10","2014-10",1,"Female","Female",14,"Praha 10"
850,"2014-10","2014-10",1,"Female","Female",15,"Praha 10"
851,"2014-10","2014-10",1,"Female","Female",23,"Praha 10"
853,"2014-10","2014-10",1,"Male","Male",13,"Praha 10"
854,"2014-10","2014-10",1,"Male","Male",14,"Praha 10"
855,"2014-10","2014-10",1,"Male","Male",15,"Praha 10"
856,"2014-10","2014-10",1,"Male","Male",16,"Praha 10"
857,"2014-10","2014-10",1,"Male","Male",20,"Praha 10"
858,"2014-10","2014-10",1,"Male","Male",21,"Praha 10"
860,"2014-11","2014-11",1,"Female","Female",13,"Praha 10"
861,"2014-11","2014-11",1,"Female","Female",14,"Praha 10"
862,"2014-11","2014-11",1,"Female","Female",15,"Praha 10"
863,"2014-11","2014-11",1,"Female","Female",16,"Praha 10"
864,"2014-11","2014-11",1,"Female","Female",23,"Praha 10"
866,"2014-11","2014-11",1,"Male","Male",13,"Praha 10"
867,"2014-11","2014-11",1,"Male","Male",14,"Praha 10"
868,"2014-11","2014-11",1,"Male","Male",15,"Praha 10"
869,"2014-11","2014-11",1,"Male","Male",16,"Praha 10"
870,"2014-11","2014-11",1,"Male","Male",20,"Praha 10"
871,"2014-11","2014-11",1,"Male","Male",21,"Praha 10"
875,"2014-12","2014-12",1,"Female","Female",13,"Praha 10"
876,"2014-12","2014-12",1,"Female","Female",14,"Praha 10"
877,"2014-12","2014-12",1,"Female","Female",15,"Praha 10"
878,"2014-12","2014-12",1,"Female","Female",16,"Praha 10"
879,"2014-12","2014-12",1,"Male","Male",13,"Praha 10"
880,"2014-12","2014-12",1,"Male","Male",14,"Praha 10"
881,"2014-12","2014-12",1,"Male","Male",15,"Praha 10"
882,"2014-12","2014-12",1,"Male","Male",16,"Praha 10"
883,"2014-12","2014-12",1,"Male","Male",20,"Praha 10"
884,"2014-12","2014-12",1,"Male","Male",21,"Praha 10"
1333,"2014-10","2014-10",1,"Female","Female",13,"Jindřichův Hradec"
1334,"2014-10","2014-10",1,"Female","Female",14,"Jindřichův Hradec"
1335,"2014-10","2014-10",1,"Female","Female",15,"Jindřichův Hradec"
1336,"2014-10","2014-10",1,"Female","Female",16,"Jindřichův Hradec"
1337,"2014-10","2014-10",1,"Female","Female",17,"Jindřichův Hradec"
1338,"2014-10","2014-10",1,"Female","Female",18,"Jindřichův Hradec"
1342,"2014-10","2014-10",1,"Female","Female",14,"Jindřichův Hradec"
1343,"2014-10","2014-10",1,"Female","Female",17,"Jindřichův Hradec"
1344,"2014-10","2014-10",1,"Female","Female",19,"Jindřichův Hradec"
1345,"2014-10","2014-10",1,"Male","Male",14,"Jindřichův Hradec"
1346,"2014-10","2014-10",1,"Male","Male",15,"Jindřichův Hradec"
1347,"2014-10","2014-10",1,"Male","Male",16,"Jindřichův Hradec"
1348,"2014-10","2014-10",1,"Male","Male",17,"Jindřichův Hradec"
1349,"2014-10","2014-10",1,"Male","Male",19,"Jindřichův Hradec"
1350,"2014-10","2014-10",1,"Male","Male",14,"Jindřichův Hradec"
1351,"2014-10","2014-10",1,"Male","Male",15,"Jindřichův Hradec"
1352,"2014-11","2014-11",1,"Female","Female",13,"Jindřichův Hradec"
1353,"2014-11","2014-11",1,"Female","Female",14,"Jindřichův Hradec"
1354,"2014-11","2014-11",1,"Female","Female",15,"Jindřichův Hradec"
1355,"2014-11","2014-11",1,"Female","Female",16,"Jindřichův Hradec"
1356,"2014-11","2014-11",1,"Female","Female",17,"Jindřichův Hradec"
1357,"2014-11","2014-11",1,"Female","Female",18,"Jindřichův Hradec"
1361,"2014-11","2014-11",1,"Female","Female",14,"Jindřichův Hradec"
1362,"2014-11","2014-11",1,"Female","Female",19,"Jindřichův Hradec"
1363,"2014-11","2014-11",1,"Male","Male",13,"Jindřichův Hradec"
1364,"2014-11","2014-11",1,"Male","Male",14,"Jindřichův Hradec"
1365,"2014-11","2014-11",1,"Male","Male",15,"Jindřichův Hradec"
1366,"2014-11","2014-11",1,"Male","Male",17,"Jindřichův Hradec"
1367,"2014-11","2014-11",1,"Male","Male",18,"Jindřichův Hradec"
1368,"2014-11","2014-11",1,"Male","Male",19,"Jindřichův Hradec"
1370,"2014-11","2014-11",1,"Male","Male",13,"Jindřichův Hradec"
1371,"2014-11","2014-11",1,"Male","Male",14,"Jindřichův Hradec"
1372,"2014-11","2014-11",1,"Male","Male",15,"Jindřichův Hradec"
1373,"2014-12","2014-12",1,"Female","Female",13,"Jindřichův Hradec"
1374,"2014-12","2014-12",1,"Female","Female",14,"Jindřichův Hradec"
1375,"2014-12","2014-12",1,"Female","Female",15,"Jindřichův Hradec"
1376,"2014-12","2014-12",1,"Female","Female",16,"Jindřichův Hradec"
1377,"2014-12","2014-12",1,"Female","Female",17,"Jindřichův Hradec"
1381,"2014-12","2014-12",1,"Female","Female",14,"Jindřichův Hradec"
1382,"2014-12","2014-12",1,"Female","Female",19,"Jindřichův Hradec"
1383,"2014-12","2014-12",1,"Male","Male",13,"Jindřichův Hradec"
1384,"2014-12","2014-12",1,"Male","Male",14,"Jindřichův Hradec"
1385,"2014-12","2014-12",1,"Male","Male",15,"Jindřichův Hradec"
1386,"2014-12","2014-12",1,"Male","Male",17,"Jindřichův Hradec"
1387,"2014-12","2014-12",1,"Male","Male",19,"Jindřichův Hradec"
1388,"2014-12","2014-12",1,"Male","Male",20,"Jindřichův Hradec"
1389,"2014-12","2014-12",1,"Male","Male",14,"Jindřichův Hradec"
1390,"2014-12","2014-12",1,"Male","Male",15,"Jindřichův Hradec"
1612,"2014-09","2014-09",3,"Male","Male",18,"HAMBURG"
1613,"2014-09","2014-09",3,"Male","Male",23,"HAMBURG"
1614,"2014-09","2014-09",3,"Female","Female",20,"HAMBURG"
1615,"2014-09","2014-09",3,"Female","Female",14,"Kiel"
1616,"2014-09","2014-09",3,"Female","Female",15,"Kiel"
1617,"2014-09","2014-09",3,"Female","Female",16,"Bremen"
1618,"2014-09","2014-09",3,"Female","Female",16,"HAMBURG"
1619,"2014-09","2014-09",3,"Female","Female",16,"Schwerin"
1620,"2014-09","2014-09",3,"Female","Female",16,"Schwerin / Ludwigslust"
1621,"2014-09","2014-09",3,"Female","Female",16,"Schwerin /Ludwigslust"
1622,"2014-09","2014-09",3,"Female","Female",17,"Bremen"
1623,"2014-09","2014-09",3,"Female","Female",17,"Kiel"
1624,"2014-09","2014-09",3,"Female","Female",17,"Schwerin"
1625,"2014-09","2014-09",3,"Female","Female",18,"HAMBURG"
1626,"2014-09","2014-09",3,"Female","Female",18,"Schwerin"
1627,"2014-09","2014-09",3,"Female","Female",19,"Bremen"
1628,"2014-09","2014-09",3,"Female","Female",19,"HAMBURG"
1629,"2014-09","2014-09",3,"Female","Female",19,"Kiel"
1630,"2014-09","2014-09",3,"Female","Female",20,"HAMBURG"
1631,"2014-09","2014-09",3,"Female","Female",21,"Bremen"
1632,"2014-09","2014-09",3,"Female","Female",21,"Schwerin"
1635,"2014-09","2014-09",3,"Male","Male",15,"Kiel"
1636,"2014-09","2014-09",3,"Male","Male",16,"Kiel"
1637,"2014-09","2014-09",3,"Male","Male",16,"Neubrandenburg"
1638,"2014-09","2014-09",3,"Male","Male",16,"Schwerin"
1639,"2014-09","2014-09",3,"Male","Male",17,"Kiel"
1640,"2014-09","2014-09",3,"Male","Male",17,"Schwerin"
1641,"2014-09","2014-09",3,"Male","Male",18,"Kiel"
1642,"2014-09","2014-09",3,"Male","Male",19,"Kiel"
1643,"2014-09","2014-09",3,"Male","Male",20,"HAMBURG"
1644,"2014-09","2014-09",3,"Male","Male",20,"Kiel"
1645,"2014-09","2014-09",3,"Male","Male",22,"Kiel"
1646,"2014-09","2014-09",3,"Male","Male",22,"Schwerin"
1647,"2014-09","2014-09",3,"Male","Male",23,"Schwerin"
1648,"2014-09","2014-09",3,"Male","Male",24,"HAMBURG"
1651,"2014-09","2014-09",3,"Male","Male",19,"HAMBURG"
1652,"2014-09","2014-09",3,"Female","Female",18,"HAMBURG"
1653,"2014-09","2014-09",3,"Male","Male",18,"HAMBURG"
1654,"2014-09","2014-09",3,"Male","Male",18,"HAMBURG"
1655,"2014-09","2014-09",3,"Male","Male",22,"HAMBURG"
1657,"2014-09","2014-09",3,"Female","Female",22,"HAMBURG"
1658,"2014-09","2014-09",3,"Male","Male",19,"HAMBURG"
1659,"2014-09","2014-09",3,"Female","Female",17,"HAMBURG"
1660,"2014-09","2014-09",3,"Male","Male",17,"HAMBURG"
1661,"2014-12","2014-12",4,"Male","Male",22,"Bonn"
1662,"2014-12","2014-12",5,"Female","Female",20,"Bonn"
1663,"2014-12","2014-12",5,"Female","Female",24,"Bonn"
1667,"2014-12","2014-12",6,"Female","Female",20,"Bonn"
1668,"2014-12","2014-12",6,"Male","Male",24,"Bonn"
1669,"2014-12","2014-12",6,"Female","Female",16,"Bonn"
1670,"2014-12","2014-12",6,"Female","Female",19,"Bonn"
1671,"2014-12","2014-12",6,"Female","Female",20,"Bonn"
1672,"2014-12","2014-12",6,"Female","Female",21,"Bonn"
1673,"2014-12","2014-12",6,"Female","Female",22,"Bonn"
1674,"2014-12","2014-12",6,"Female","Female",23,"Bonn"
1675,"2014-12","2014-12",6,"Female","Female",24,"Bonn"
1677,"2014-12","2014-12",6,"Male","Male",18,"Bonn"
1678,"2014-12","2014-12",6,"Male","Male",19,"Bonn"
1679,"2014-12","2014-12",6,"Male","Male",20,"Bonn"
1680,"2014-12","2014-12",6,"Male","Male",21,"Bonn"
1681,"2014-12","2014-12",6,"Male","Male",22,"Bonn"
1682,"2014-12","2014-12",6,"Male","Male",23,"Bonn"
1683,"2014-12","2014-12",6,"Male","Male",24,"Bonn"
1684,"2014-12","2014-12",6,"Male","Male",25,"Bonn"
1687,"2014-12","2014-12",6,"Female","Female",21,"Bonn"
1688,"2014-12","2014-12",7,"Female","Female",22,"Bonn"
1689,"2014-12","2014-12",7,"Female","Female",18,"Bonn"
1690,"2014-12","2014-12",7,"Female","Female",19,"Bonn"
1691,"2014-12","2014-12",7,"Female","Female",20,"Bonn"
1692,"2014-12","2014-12",7,"Female","Female",21,"Bonn"
1693,"2014-12","2014-12",7,"Female","Female",22,"Bonn"
1694,"2014-12","2014-12",7,"Female","Female",23,"Bonn"
1695,"2014-12","2014-12",7,"Female","Female",24,"Bonn"
1696,"2014-12","2014-12",7,"Female","Female",25,"Bonn"
1700,"2014-12","2014-12",7,"Male","Male",18,"Bonn"
1701,"2014-12","2014-12",7,"Male","Male",19,"Bonn"
1702,"2014-12","2014-12",7,"Male","Male",20,"Bonn"
1703,"2014-12","2014-12",7,"Male","Male",21,"Bonn"
1704,"2014-12","2014-12",7,"Male","Male",22,"Bonn"
1705,"2014-12","2014-12",7,"Male","Male",23,"Bonn"
1706,"2014-12","2014-12",7,"Male","Male",24,"Bonn"
1707,"2014-12","2014-12",7,"Male","Male",25,"Bonn"
1710,"2014-12","2014-12",7,"Female","Female",20,"Bonn"
1711,"2014-12","2014-12",7,"Female","Female",23,"Bonn"
1712,"2014-12","2014-12",7,"Male","Male",22,"Bonn"
1713,"2014-08","2014-09",7,"Female","Female",14,"Schleiermacherstra??e 23, 10961 Berlin"
1714,"2014-08","2014-09",7,"Female","Female",16,"koppenstra??e 76 10243 berlin"
1715,"2014-08","2014-09",7,"Female","Female",17,"Adalbertstr. 92, 10999 Berlin"
1716,"2014-08","2014-09",7,"Female","Female",17,"Barutherstra??e 21, 10961 Berlin"
1717,"2014-08","2014-09",7,"Female","Female",18,"Karl-Kunger-Str. 14, 12435 Berlin"
1718,"2014-08","2014-09",7,"Male","Male",14,"Schleiermacherstra??e 23, 10961 Berlin"
1719,"2014-08","2014-09",7,"Male","Male",15,"Berlinkoppenstra??e 76 10243 berlin"
1720,"2014-08","2014-09",7,"Male","Male",16,"Helmstr. 10, 10827 Berlin"
1721,"2014-08","2014-09",7,"Male","Male",16,"koppenstra??e 76 10243 berlin"
1722,"2014-08","2014-09",7,"Male","Male",16,"Lausitzer Platz 10, 10997 Berlin"
1723,"2014-08","2014-09",7,"Male","Male",16,"Schleiermacherstra??e 23, 10961 Berlin"
1724,"2014-08","2014-09",7,"Male","Male",17,"Hedwigstr. 2 12159 Berlin"
1725,"2014-08","2014-09",7,"Male","Male",17,"Schleiermacherstra??e 23, 10961 Berlin"
1726,"2014-08","2014-09",7,"Male","Male",18,"Berlin"
1727,"2014-08","2014-09",7,"Male","Male",22,"Auguststra??e 71, 10117 Berlin"
1729,"2014-08","2014-09",7,"Female","Female",15,"koppenstra??e 76 10243 berlin"
1730,"2014-10","2014-10",3,"Female","Female",12,"koppinstra??e 76 10243 berlin"
1731,"2014-10","2014-10",3,"Female","Female",13,"Koppenstra??e 76, 10243 Berlin"
1732,"2014-10","2014-10",3,"Female","Female",13,"koppinstra??e 76 10243 berlin"
1733,"2014-10","2014-10",3,"Female","Female",14,"Koppenstra??e 76, 10243 Berlin"
1734,"2014-10","2014-10",3,"Female","Female",14,"koppinstra??e 76 10243 berlin"
1735,"2014-10","2014-10",3,"Female","Female",15,"koppinstra??e 76 10243 berlin"
1736,"2014-10","2014-10",3,"Female","Female",16,"Koppenstra??e 76, 10243 Berlin"
1737,"2014-10","2014-10",3,"Female","Female",16,"koppinstra??e 76 10243 berlin"
1738,"2014-10","2014-10",3,"Female","Female",17,"Koppenstra??e 76, 10243 Berlin"
1739,"2014-10","2014-10",3,"Female","Female",18,"Koppenstra??e 76, 10243 Berlin"
1740,"2014-10","2014-10",3,"Female","Female",21,"Schleiermacherstra??e 23 10961 Berlin"
1741,"2014-10","2014-10",3,"Male","Male",12,"koppinstra??e 76 10243 berlin"
1742,"2014-10","2014-10",3,"Male","Male",13,"Koppenstra??e 76, 10243 Berlin"
1743,"2014-10","2014-10",3,"Male","Male",13,"koppinstra??e 76 10243 berlin"
1744,"2014-10","2014-10",3,"Male","Male",15,"Koppenstra??e 76, 10243 Berlin"
1745,"2014-10","2014-10",3,"Male","Male",15,"koppinstra??e 76 10243 berlin"
1746,"2014-10","2014-10",3,"Male","Male",16,"Koppenstra??e 76, 10243 Berlin"
1747,"2014-10","2014-10",3,"Male","Male",17,"Koppenstra??e 76, 10243 Berlin"
1748,"2014-10","2014-10",3,"Male","Male",18,"Koppenstra??e 76, 10243 Berlin"
1749,"2014-10","2014-10",3,"Male","Male",19,"koppinstra??e 76 10243 berlin"
1750,"2014-10","2014-10",3,"Male","Male",22,"Auguststra??e 71, 10117 Berlin"
1754,"2014-11","2014-11",3,"Female","Female",13,"Andreas Gymnasium Koppenstra??e 76, 10243 Berlin"
1755,"2014-11","2014-11",3,"Female","Female",13,"El??holzstra??e 34-37 10781 Berlin"
1756,"2014-11","2014-11",3,"Female","Female",13,"El??holzstra??e 34-37, 10781 Berlin"
1757,"2014-11","2014-11",3,"Female","Female",13,"Emmentaler Str. 67, 13407 Berlin"
1758,"2014-11","2014-11",3,"Female","Female",13,"Koppenstra??e 76, 10243 Berlin"
1759,"2014-11","2014-11",3,"Female","Female",13,"Neues Ufer 6, 10553 Berlin"
1760,"2014-11","2014-11",3,"Female","Female",13,"Schleiermacherstra??e 23 10961 Berlin"
1761,"2014-11","2014-11",3,"Female","Female",13,"Sophie-Charlotte-Gymnasium  Sybelstra??e 2 10629 Berlin"
1762,"2014-11","2014-11",3,"Female","Female",14,"Andreas Gymnasium Koppenstra??e 76, 10243 Berlin"
1763,"2014-11","2014-11",3,"Female","Female",14,"El??holzstra??e 34-37 10781 Berlin"
1764,"2014-11","2014-11",3,"Female","Female",14,"El??holzstra??e 34-37, 10781 Berlin"
1765,"2014-11","2014-11",3,"Female","Female",14,"Emmentaler Str. 67, 13407 Berlin"
1766,"2014-11","2014-11",3,"Female","Female",14,"Neues Ufer 6, 10553 Berlin"
1767,"2014-11","2014-11",3,"Female","Female",14,"Schleiermacherstra??e 23 10961 Berlin"
1768,"2014-11","2014-11",3,"Female","Female",14,"Schleiermacherstra??e 23 10961 Berlin"
1769,"2014-11","2014-11",3,"Female","Female",14,"Sophie-Charlotte-Gymnasium  Sybelstra??e 2 10629 Berlin"
1770,"2014-11","2014-11",3,"Female","Female",15,"El??holzstra??e 34-37 10781 Berlin"
1771,"2014-11","2014-11",3,"Female","Female",15,"El??holzstra??e 34-37, 10781 Berlin"
1772,"2014-11","2014-11",3,"Female","Female",15,"Emmentaler Str. 67, 13407 Berlin"
1773,"2014-11","2014-11",3,"Female","Female",15,"Koppenstra??e 76, 10243 Berlin"
1774,"2014-11","2014-11",3,"Female","Female",15,"Neues Ufer 6, 10553 Berlin"
1775,"2014-11","2014-11",3,"Female","Female",15,"Schleiermacherstra??e 23 10961 Berlin"
1776,"2014-11","2014-11",3,"Female","Female",15,"Schleiermacherstra??e 23 10961 Berlin"
1777,"2014-11","2014-11",3,"Female","Female",15,"Sophie-Charlotte-Gymnasium  Sybelstra??e 2 10629 Berlin"
1778,"2014-11","2014-11",3,"Female","Female",16,"Andreas Gymnasium Koppenstra??e 76, 10243 Berlin"
1779,"2014-11","2014-11",3,"Female","Female",16,"El??holzstra??e 34-37 10781 Berlin"
1780,"2014-11","2014-11",3,"Female","Female",16,"El??holzstra??e 34-37, 10781 Berlin"
1781,"2014-11","2014-11",3,"Female","Female",16,"Emmentaler Str. 67, 13407 Berlin"
1782,"2014-11","2014-11",3,"Female","Female",16,"Neues Ufer 6, 10553 Berlin"
1783,"2014-11","2014-11",3,"Female","Female",16,"Schleiermacherstra??e 23 10961 Berlin"
1784,"2014-11","2014-11",3,"Female","Female",16,"Sophie-Charlotte-Gymnasium  Sybelstra??e 2 10629 Berlin"
1785,"2014-11","2014-11",3,"Female","Female",17,"Andreas Gymnasium Koppenstra??e 76, 10243 Berlin"
1786,"2014-11","2014-11",3,"Female","Female",17,"El??holzstra??e 34-37 10781 Berlin"
1787,"2014-11","2014-11",3,"Female","Female",17,"El??holzstra??e 34-37, 10781 Berlin"
1788,"2014-11","2014-11",3,"Female","Female",17,"El??holzstra??e 34-37, 10781 Berlin"
